0.000000000	
0.090573000	
0.090889000	340
0.183059000	340
0.183374000	680
0.276805000	340
0.277121000	680
0.277436000	1020
0.370552000	680
0.370867000	1020
0.371182000	1360
0.462722000	340
0.463037000	680
0.463353000	1020
0.465874000	1360
0.466189000	1020
0.466505000	1360
0.556469000	340
0.556784000	680
0.557099000	1020
0.559621000	1360
0.559936000	1020
0.560251000	1360
0.562773000	1700
0.563088000	1360
0.563403000	1700
0.650215000	680
0.650530000	1020
0.650845000	1360
0.653367000	1020
0.653682000	1360
0.653997000	1700
0.656519000	1360
0.656834000	1700
0.657149000	2040
0.659671000	1700
0.659986000	2040
0.660301000	2380
0.742385000	680
0.742701000	1020
0.743016000	1360
0.745537000	1020
0.745853000	1360
0.746168000	1700
0.748689000	1360
0.749005000	1700
0.749320000	2040
0.751841000	1700
0.752157000	2040
0.752472000	2380
0.754993000	2040
0.755309000	2380
0.755624000	2720
0.758145000	2380
0.758461000	2720
0.758776000	3060
0.834556000	680
0.834871000	1020
0.835186000	1360
0.837708000	1020
0.838023000	1360
0.838338000	1700
0.840860000	1360
0.841175000	1700
0.841490000	2040
0.844012000	1700
0.844327000	2040
0.844642000	2380
0.847164000	2040
0.847479000	2380
0.847794000	2720
0.850316000	2380
0.850631000	2720
0.850946000	3060
0.853468000	2720
0.853783000	3060
0.854098000	3400
0.856620000	3060
0.856935000	3400
0.857250000	3740
0.859772000	3400
0.860087000	3740
0.860402000	4080
0.926726000	340
0.927041000	680
0.927357000	1020
0.929878000	1360
0.930193000	1020
0.930509000	1360
0.933030000	1700
0.933345000	1360
0.933661000	1700
0.936182000	2040
0.936497000	1700
0.936813000	2040
0.939334000	2380
0.939649000	2040
0.939965000	2380
0.942486000	2720
0.942801000	2380
0.943117000	2720
0.945638000	3060
0.945953000	2720
0.946269000	3060
0.948790000	3400
0.949105000	3060
0.949421000	3400
0.951942000	3740
0.952257000	3400
0.952573000	3740
0.955094000	4080
0.955409000	3740
0.955725000	4080
0.958246000	4420
0.958561000	4080
0.958877000	4420
0.961398000	4760
0.961713000	4420
0.962029000	4760
0.964550000	5100
0.964865000	4760
0.965181000	5100
0.967702000	5440
0.968017000	5100
0.968333000	5440
1.020473000	340
1.020788000	680
1.021103000	1020
1.023625000	1360
1.023940000	1020
1.024255000	1360
1.026777000	1700
1.027092000	1360
1.027407000	1700
1.029929000	2040
1.030244000	1700
1.030559000	2040
1.033081000	2380
1.033396000	2040
1.033711000	2380
1.036233000	2720
1.036548000	2380
1.036863000	2720
1.039385000	3060
1.039700000	2720
1.040015000	3060
1.042537000	3400
1.042852000	3060
1.043167000	3400
1.045689000	3740
1.046004000	3400
1.046319000	3740
1.048841000	4080
1.049156000	3740
1.049471000	4080
1.051993000	4420
1.052308000	4080
1.052623000	4420
1.055145000	4760
1.055460000	4420
1.055775000	4760
1.058297000	5100
1.058612000	4760
1.058927000	5100
1.061449000	5440
1.061764000	5100
1.062079000	5440
1.064601000	5780
1.064916000	5440
1.065231000	5780
1.067753000	6120
1.068068000	5780
1.068383000	6120
1.070905000	6460
1.071220000	6120
1.071535000	6460
1.074057000	6800
1.074372000	6460
1.074687000	6800
1.077209000	7140
1.077524000	6800
1.077839000	7140
1.080361000	7480
1.080676000	7140
1.080991000	7480
1.083513000	7820
1.083828000	7480
1.084143000	7820
1.114219000	2040
1.114534000	2380
1.114849000	2720
1.117371000	2380
1.117686000	2720
1.118001000	3060
1.120523000	2720
1.120838000	3060
1.121153000	3400
1.123675000	3060
1.123990000	3400
1.124305000	3740
1.126827000	3400
1.127142000	3740
1.127457000	4080
1.129979000	3740
1.130294000	4080
1.130609000	4420
1.133131000	4080
1.133446000	4420
1.133761000	4760
1.136283000	4420
1.136598000	4760
1.136913000	5100
1.139435000	4760
1.139750000	5100
1.140065000	5440
1.142587000	5100
1.142902000	5440
1.143217000	5780
1.145739000	5440
1.146054000	5780
1.146369000	6120
1.148891000	5780
1.149206000	6120
1.149521000	6460
1.152043000	6120
1.152358000	6460
1.152673000	6800
1.155195000	6460
1.155510000	6800
1.155825000	7140
1.158347000	6800
1.158662000	7140
1.158977000	7480
1.161499000	7140
1.161814000	7480
1.162129000	7820
1.164651000	7480
1.164966000	7820
1.165281000	8160
1.167803000	7820
1.168118000	8160
1.168433000	8500
1.170955000	8160
1.171270000	8500
1.171585000	8840
1.174107000	8500
1.174422000	8840
1.174737000	9180
1.177259000	8840
1.177574000	9180
1.177889000	9520
1.180411000	9180
1.180726000	9520
1.181041000	9860
1.183563000	9520
1.183878000	9860
1.184193000	10200
1.186715000	9860
1.187030000	10200
1.187345000	10540
1.189867000	10200
1.190182000	10540
1.190497000	10880
1.193019000	10540
1.193334000	10880
1.193649000	11220
1.196171000	10880
1.196486000	11220
1.196801000	11560
1.199323000	11220
